nama_pintu_air,lokasi,latitude,longitude,tinggi_normal,tinggi_siaga_3,tinggi_siaga_2,tanggal,tinggi_air,status_siaga
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/29/2020 15:10,3050,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/29/2020 15:10,1600,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/29/2020 15:10,1870,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/29/2020 15:30,760,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/29/2020 15:40,230,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/29/2020 15:40,220,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/29/2020 15:40,6040,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/29/2020 15:40,2650,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/29/2020 15:40,600,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/29/2020 15:40,2900,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/29/2020 15:40,1600,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/29/2020 15:40,1760,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/29/2020 15:50,760,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/29/2020 16:10,230,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/29/2020 16:10,200,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/29/2020 16:10,6050,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/29/2020 16:10,2630,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/29/2020 16:10,600,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/29/2020 16:10,2320,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/29/2020 16:10,1690,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/29/2020 16:10,1740,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/29/2020 16:40,200,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/29/2020 16:40,220,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/29/2020 16:40,760,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/29/2020 16:40,6050,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/29/2020 16:40,2630,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/29/2020 16:40,590,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/29/2020 16:40,2290,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/29/2020 16:40,1690,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/29/2020 16:40,1770,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/29/2020 17:10,230,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/29/2020 17:10,230,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/29/2020 17:10,760,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/29/2020 17:10,5940,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/29/2020 17:10,2610,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/29/2020 17:10,590,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/29/2020 17:10,2260,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/29/2020 17:10,1660,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/29/2020 17:10,1800,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/29/2020 17:40,230,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/29/2020 17:40,220,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/29/2020 17:40,760,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/29/2020 17:40,5920,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/29/2020 17:40,2590,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/29/2020 17:40,580,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/29/2020 17:40,2240,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/29/2020 17:40,1630,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/29/2020 17:40,1760,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/29/2020 18:10,220,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/29/2020 18:10,210,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/29/2020 18:10,760,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/29/2020 18:10,5860,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/29/2020 18:10,2550,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/29/2020 18:10,580,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/29/2020 18:10,2220,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/29/2020 18:10,1610,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/29/2020 18:10,1760,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/29/2020 18:40,220,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/29/2020 18:40,200,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/29/2020 18:40,760,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/29/2020 18:40,5860,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/29/2020 18:40,2510,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/29/2020 18:40,580,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/29/2020 18:40,2230,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/29/2020 18:40,1590,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/29/2020 18:40,1720,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/29/2020 18:50,760,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/29/2020 18:50,760,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/29/2020 19:10,200,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/29/2020 19:10,190,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/29/2020 19:10,5860,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/29/2020 19:10,2470,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/29/2020 19:10,580,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/29/2020 19:10,2260,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/29/2020 19:10,1590,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/29/2020 19:10,1710,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/29/2020 19:30,210,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/29/2020 19:30,190,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/29/2020 19:30,5850,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/29/2020 19:30,2540,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/29/2020 19:30,580,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/29/2020 19:30,2290,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/29/2020 19:30,1610,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/29/2020 19:30,1700,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/29/2020 20:00,760,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/29/2020 20:10,210,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/29/2020 20:10,180,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/29/2020 20:10,5850,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/29/2020 20:10,2570,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/29/2020 20:10,570,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/29/2020 20:10,2340,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/29/2020 20:10,1630,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/29/2020 20:10,1540,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/29/2020 20:30,760,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/29/2020 20:40,180,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/29/2020 20:40,170,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/29/2020 20:40,5850,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/29/2020 20:40,2590,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/29/2020 20:40,560,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/29/2020 20:40,2370,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/29/2020 20:40,1640,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/29/2020 20:40,1650,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/29/2020 21:10,200,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/29/2020 21:10,170,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/29/2020 21:10,790,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/29/2020 21:10,5850,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/29/2020 21:10,2520,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/29/2020 21:10,570,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/29/2020 21:10,2380,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/29/2020 21:10,1650,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/29/2020 21:10,1570,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/29/2020 21:30,560,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/29/2020 21:40,200,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/29/2020 21:40,160,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/29/2020 21:40,800,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/29/2020 21:40,5850,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/29/2020 21:40,2460,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/29/2020 21:40,2390,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/29/2020 21:40,1660,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/29/2020 21:40,1540,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/29/2020 22:00,190,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/29/2020 22:00,1660,Siaga 2
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/29/2020 22:10,160,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/29/2020 22:10,790,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/29/2020 22:10,5850,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/29/2020 22:10,2430,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/29/2020 22:10,560,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/29/2020 22:10,2400,Normal
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/29/2020 22:10,1600,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/29/2020 22:30,150,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/29/2020 22:30,780,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/29/2020 22:40,150,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/29/2020 22:40,5850,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/29/2020 22:40,2440,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/29/2020 22:40,560,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/29/2020 22:40,2410,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/29/2020 22:40,1700,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/29/2020 22:40,1560,Normal
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/29/2020 23:00,1670,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/29/2020 23:10,150,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/29/2020 23:10,150,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/29/2020 23:10,770,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/29/2020 23:10,5850,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/29/2020 23:10,2430,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/29/2020 23:10,560,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/29/2020 23:10,2420,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/29/2020 23:10,1710,Siaga 2
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/29/2020 23:30,5850,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/29/2020 23:40,160,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/29/2020 23:40,150,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/29/2020 23:40,780,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/29/2020 23:40,2430,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/29/2020 23:40,570,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/29/2020 23:40,2420,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/29/2020 23:40,1720,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/29/2020 23:40,1660,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 0:10,170,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 0:10,180,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 0:10,770,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 0:10,5910,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 0:10,2420,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 0:10,560,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 0:10,2430,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 0:10,1710,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 0:10,1610,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 0:20,760,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 0:30,150,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 0:40,190,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 0:40,5910,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 0:40,2450,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 0:40,560,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 0:40,2430,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 0:40,1710,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 0:40,1670,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 1:00,2420,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 1:10,160,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 1:10,190,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 1:10,760,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 1:10,5910,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 1:10,2500,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 1:10,560,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 1:10,1720,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 1:10,1690,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 1:30,760,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 1:40,280,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 1:40,180,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 1:40,5920,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 1:40,2490,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 1:40,600,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 1:40,2470,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 1:40,1780,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 1:40,1720,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 2:00,760,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 2:00,5960,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 2:00,760,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 2:10,250,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 2:10,220,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 2:10,2580,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 2:10,670,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 2:10,2510,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 2:10,1810,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 2:10,1600,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 2:40,320,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 2:40,270,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 2:40,6060,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 2:40,2640,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 2:40,700,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 2:40,2510,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 2:40,1830,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 2:40,1660,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 3:10,370,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 3:10,320,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 3:10,760,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 3:10,6050,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 3:10,2670,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 3:10,720,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 3:10,2510,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 3:10,1820,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 3:10,1590,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 3:40,580,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 3:40,420,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 3:40,760,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 3:40,6020,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 3:40,2740,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 3:40,730,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 3:40,2490,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 3:40,1790,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 3:40,1770,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 4:10,460,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 4:10,560,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 4:10,760,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 4:10,6000,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 4:10,2810,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 4:10,780,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 4:10,2450,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 4:10,1770,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 4:10,1750,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 4:20,760,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 4:20,760,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 4:30,550,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 4:40,580,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 4:40,5990,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 4:40,2840,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 4:40,870,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 4:40,2450,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 4:40,1760,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 4:40,1560,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 5:00,1000,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 5:00,1000,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 5:10,560,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 5:10,510,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 5:10,6020,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 5:10,2820,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 5:10,980,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 5:10,2440,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 5:10,1780,Siaga 2
